cm_id,entity_id,entity_type,campaign_name,campaign_type,member_status,is_responded,response_date,is_active
412c3b0b694a44ef,2080e7be141a4019,lead,Target Collaborative Paradigms Social 2024,Email,Sent,False,2025-01-02,True
688d35d47377438d,25f3da10ed1e4943,contact,Generate B2B Eyeballs Webinar 2023,Email,Sent,False,2023-06-10,True
46bd793b69454156,26db812af63f4047,lead,Brand Leading-Edge Interfaces Telemarketing 2025,Email,Sent,False,2025-04-07,True
e37c32455f9a42ba,1980a7068c854572,contact,Evolve Extensible Deliverables Webinar 2023,Email,Sent,False,2025-01-09,True
d5618fa342ca4669,5a1a8de319284d1c,lead,Generate B2B Eyeballs Webinar 2023,Email,Sent,False,2025-02-12,True
ac3440ec87f54833,97c325d1ea5f44f8,lead,Mesh Interactive Platforms Advertisement 2023,Advertisement,Viewed,False,2025-04-18,True
778019971a0c450d,5a1a8de319284d1c,lead,Monetize Clicks-And-Mortar Bandwidth Event 2023,Email,Sent,False,2025-04-10,False
71f73ade29304d59,f40555f94ac7423e,lead,Re-Contextualize Extensible Technologies Email 2023,Email,Sent,False,2024-11-25,True
518f1f4301e948a8,e14a09ec7da74137,contact,Generate B2B Eyeballs Webinar 2023,Webinar,Registered,False,2025-02-27,False
87802911c4254d76,55902f37a8924ff0,lead,Re-Contextualize B2C Networks Social 2025,Email,Sent,False,2023-12-04,True
c965684839d54548,a8615e69154d464b,lead,Strategize Seamless Vortals Telemarketing 2025,Telemarketing,Responded,True,2025-04-28,False
63cc8b32455f4701,0ef16dc55cac4a29,lead,Orchestrate 24/7 Relationships Content Syndication 2024,Content Syndication,Sent,False,2025-03-13,True
4ac6284866794cec,8260d17b57484d05,lead,Harness Dynamic Relationships Telemarketing 2023,Telemarketing,Responded,True,2023-12-22,False
269b36d957294bab,820ceb3523964e88,contact,Drive End-To-End Deliverables Advertisement 2024,Email,Sent,False,2024-04-29,True
3eecfe8020b54172,6108c350d9874376,lead,Mesh Interactive Platforms Advertisement 2023,Email,Sent,False,2025-04-06,True
0ba61d13adf5442a,9ac77f84f0734030,lead,Monetize Front-End Web Services Webinar 2024,Email,Sent,False,2024-11-07,True
d963b55b687f406a,2f9aea08641848fe,lead,Transition Efficient Deliverables Email 2024,Email,Clicked,True,2024-11-19,True
1ef3e2ffa84d4c77,cdee4d4b7d564dc6,lead,Monetize Out-Of-The-Box Content Social 2023,Social,Clicked,True,2024-11-05,False
11d3e4c1573a4fff,cc5335067ae84b4f,lead,Unleash Cutting-Edge E-Markets Content Syndication 2025,Content Syndication,Responded,True,2025-04-17,False
2ce7069646b94195,cf6c7be59e3e48ed,contact,Utilize Back-End Action-Items Advertisement 2025,Advertisement,Clicked,True,2025-04-03,False
b60f452e2f7f4256,f0e96d76ce2349ee,contact,Monetize Out-Of-The-Box Content Social 2023,Social,Viewed,False,2024-09-18,True
e3847ddebfa74053,9f8217a6752546b4,lead,Whiteboard Synergistic Initiatives Email 2025,Email,Sent,False,2023-09-01,False
4a82bdc43cc140fd,bfea31152890495a,lead,Target Mission-Critical Eyeballs Content Syndication 2025,Content Syndication,Sent,False,2025-02-13,True
d07a3188537945f0,3f4aefe7c9e64292,contact,Unleash 24/7 E-Tailers Event 2025,Event,Registered,False,2024-12-05,True
d9521814c5c04d80,90c6f58cf2144ff9,contact,Drive End-To-End Deliverables Advertisement 2024,Email,Sent,False,2025-04-21,True
925d65f3247f459c,5842cd105f5e46b9,lead,Facilitate Granular Web-Readiness Telemarketing 2024,Telemarketing,Sent,False,2025-02-12,False
303ffb1cf1684e8d,5842cd105f5e46b9,lead,E-Enable Out-Of-The-Box Portals Social 2023,Social,Clicked,True,2025-04-28,False
5f338327b5704dbc,67979dd6ff284c89,lead,Deliver One-To-One Markets Email 2024,Email,Clicked,True,2024-01-20,True
435b2238e84a4af8,f0fddac0313d4f8c,lead,Generate B2B Eyeballs Webinar 2023,Email,Sent,False,2025-01-13,True
0bc7b8a7d85e4114,5d75ce2415644419,lead,Harness Dynamic Relationships Telemarketing 2023,Email,Sent,False,2023-09-16,True
b8843a4a2836499f,1b9ad624fcf947ad,contact,Incubate Front-End E-Tailers Telemarketing 2025,Email,Sent,False,2025-01-10,True
d20187ec1c3c453a,29749fd8a29b4cc9,lead,Brand Visionary Models Advertisement 2024,Email,Sent,False,2024-09-09,True
6955a19c301945fa,f0c462c875404ad4,lead,Security ROI Webinar May 2025,Webinar,Attended,True,2025-04-16,True
ac39d34f18c14279,aad116ab6444433e,lead,Drive End-To-End Deliverables Advertisement 2024,Advertisement,Viewed,False,2024-02-29,True
9b64c1cedb004726,48b007b51f8e4899,lead,Benchmark Rich Functionalities Event 2024,Email,Sent,False,2024-11-15,True
8f241968f74c4be6,e2efc031a92542c1,contact,Generate B2B Eyeballs Webinar 2023,Webinar,Attended,True,2025-04-18,True
153fb46ec5eb446f,31110214af114c2c,contact,Utilize Back-End Action-Items Advertisement 2025,Email,Sent,False,2024-02-10,True
3fbe90a947794682,2dbed577e7ec4c09,lead,Drive Next-Generation Communities Telemarketing 2025,Telemarketing,Responded,True,2025-04-13,False
08ca3141392e4d15,3a07aefee2d74a30,lead,Facilitate Web-Enabled Applications Email 2024,Email,Clicked,True,2024-05-31,False
443a3ae9049247a9,d1d54aeec03447f1,contact,Extend Granular Schemas Email 2025,Email,Sent,False,2025-02-24,False
1bd8de289b324c6d,08393fe814024e3b,contact,Evolve Extensible Deliverables Webinar 2023,Webinar,Attended,True,2025-04-24,True
28101932d6d0454d,6eaf4b12c4244a35,contact,Disintermediate Wireless Applications Content Syndication 2024,Content Syndication,Responded,True,2025-04-17,True
ad292f5aa0444aef,ac23f9a22f5a4d5a,lead,Evolve E-Business Markets Webinar 2023,Webinar,No Show,False,2025-04-13,True
d743ad6f98c04a9d,ba9c502883e04267,contact,Envisioneer Holistic Web-Readiness Email 2024,Email,Sent,False,2025-04-18,False
02f36202a30e406d,e6fe353aa34e40f1,contact,Integrate Open-Source Architectures Webinar 2023,Webinar,Attended,True,2024-12-01,False
0b9a30fdba50444a,2eb104fc6a944a08,contact,Evolve E-Business Markets Webinar 2023,Webinar,Attended,True,2024-01-04,True
132965b5359b4aa2,9c20faaa55be4c53,lead,Unleash 24/7 E-Tailers Event 2025,Email,Sent,False,2023-12-25,False
f2c5465910ec4778,cf8add14b8744e58,lead,Unleash Ubiquitous Channels Event 2025,Event,No Show,False,2023-12-02,True
a1da915c859d4c99,f09b58cd266740c3,lead,Benchmark Rich Functionalities Event 2024,Email,Sent,False,2025-04-23,False
e9dfe9549cc2464e,1043dd2b6102482a,contact,Re-Intermediate Visionary Convergence Webinar 2025,Webinar,Registered,False,2025-04-29,True
9f247d11a12b4609,53b148c040a34d51,lead,Harness Dynamic Relationships Telemarketing 2023,Telemarketing,Sent,False,2024-09-19,True
dbf4094aebbc4b8e,d352d7ba77cc42bd,lead,Brand End-To-End Info-Mediaries Advertisement 2024,Email,Sent,False,2025-04-19,True
ced3dd01e1b745e5,998fd075957d42ba,lead,E-Enable Seamless E-Commerce Event 2025,Event,Attended,True,2024-02-25,True
326b2891fadf48f2,a73fc52346244c3f,contact,Drive End-To-End Deliverables Advertisement 2024,Advertisement,Viewed,False,2024-10-18,False
89378847199347fb,10d3c9a79c2c4edc,lead,Optimize Strategic Supply-Chains Webinar 2023,Webinar,Registered,False,2025-02-26,True
cfb050a4b32a4c77,10dc907c214a4d97,lead,Envisioneer Holistic Web-Readiness Email 2024,Email,Opened,False,2024-07-16,False
dd16e9557cbf41fc,bda770a739914610,contact,Engage Impactful Portals Webinar 2025,Email,Sent,False,2025-04-26,True
612f36da81e94232,26db812af63f4047,lead,Matrix Wireless Solutions Advertisement 2025,Email,Sent,False,2024-11-13,True
bb3e08288dca4888,f6f30f828d3b4e72,contact,Target Mission-Critical Eyeballs Content Syndication 2025,Content Syndication,Responded,True,2024-11-26,True
857b4862e01a40aa,6dfca0b2a38a4081,contact,Disintermediate Wireless Applications Content Syndication 2024,Content Syndication,Responded,True,2025-04-05,False
7796a6bc75ae4819,e0c14835e4144ac6,lead,Unleash 24/7 E-Tailers Event 2025,Email,Sent,False,2025-02-21,False
ce59921dfaf145f0,b3927f4c1415426c,lead,Envisioneer Revolutionary Deliverables Content Syndication 2024,Content Syndication,Responded,True,2025-03-26,True
6db1a8cd8de14af7,da422659f5644382,lead,Deliver One-To-One Markets Email 2024,Email,Sent,False,2025-04-03,True
e74fb81e9e8c45e7,40071fae516d4588,lead,Evolve E-Business Markets Webinar 2023,Webinar,Attended,True,2024-12-06,True
1720f53c57c64ff6,18008446d0694e6d,lead,Brand End-To-End Info-Mediaries Advertisement 2024,Advertisement,Viewed,False,2025-04-24,False
ae19946edb6d477a,e6fe353aa34e40f1,contact,Generate B2B Eyeballs Webinar 2023,Webinar,No Show,False,2024-11-02,True
c901fc900b91482e,878261dfb76c4fe8,contact,Generate Global Architectures Content Syndication 2025,Email,Sent,False,2025-04-26,True
4e30ad0575f44b41,c733f0d560e74552,lead,Utilize Back-End Action-Items Advertisement 2025,Advertisement,Clicked,True,2025-04-03,True
87742e5003bb4ccd,384291ce34534af3,lead,Drive Next-Generation Communities Telemarketing 2025,Telemarketing,Responded,True,2024-03-26,True
05fd7fe996884e99,74505e72ac204f2f,contact,Incubate Front-End E-Tailers Telemarketing 2025,Telemarketing,Sent,False,2024-12-07,True
ee48e3f650b14f17,3cf2ede0ad1a48e4,lead,Whiteboard Synergistic Initiatives Email 2025,Email,Opened,False,2025-01-29,True
de0b949bdbaa405f,f6203f5b97d34f97,contact,Re-Intermediate Visionary Convergence Webinar 2025,Webinar,No Show,False,2025-04-17,False
02bdbfe378954fe3,fdeded0c7f814b39,contact,Strategize Seamless Vortals Telemarketing 2025,Email,Sent,False,2024-11-13,False
3e7651a30813446f,a1d5ebe937ac4e8a,contact,Evolve Extensible Deliverables Webinar 2023,Webinar,No Show,False,2025-01-12,True
f9d6302528764ab7,ef82df930bb8410a,contact,Transition Efficient Deliverables Email 2024,Email,Clicked,True,2023-11-28,True
e1a88cca8c224671,b5daae610cca458d,lead,Monetize Clicks-And-Mortar Bandwidth Event 2023,Event,No Show,False,2025-03-09,True
489f0ae7c04844d6,eb345aeb9b474871,contact,Monetize Front-End Web Services Webinar 2024,Email,Sent,False,2025-04-17,True
7205a802a8d849a5,9dbe429836044ead,contact,Unleash 24/7 E-Tailers Event 2025,Event,Attended,True,2024-11-24,False
4976607d764248c0,cae1c536432447b3,contact,Envisioneer Holistic Web-Readiness Email 2024,Email,Sent,False,2023-05-02,False
00e698f1f4b74acb,074afe875001490d,lead,Drive End-To-End Deliverables Advertisement 2024,Advertisement,Clicked,True,2024-12-01,True
ff2e28f267b2461b,fdeded0c7f814b39,contact,Optimize Strategic Supply-Chains Webinar 2023,Email,Sent,False,2025-04-30,True
466a3cb935594199,2dbed577e7ec4c09,lead,Streamline Distributed E-Markets Webinar 2023,Webinar,Registered,False,2024-12-13,False
d266b62973514955,6eaf4b12c4244a35,contact,Target Mission-Critical Eyeballs Content Syndication 2025,Content Syndication,Sent,False,2024-08-02,True
f8f66f8184244887,44b6509d6c7f4310,lead,Strategize Seamless Vortals Telemarketing 2025,Telemarketing,Sent,False,2025-04-01,False
02f8dd736dce4356,53b148c040a34d51,lead,Mesh Interactive Platforms Advertisement 2023,Advertisement,Viewed,False,2025-04-22,True
4679ad90834a444a,44b6509d6c7f4310,lead,Generate Global Architectures Content Syndication 2025,Content Syndication,Sent,False,2023-05-24,True
3161cb1e492941b9,a75b4ef3236749f8,contact,Generate B2B Eyeballs Webinar 2023,Webinar,Attended,True,2023-06-24,False
56e14bb7d82b47e7,0fe3d748143a4969,lead,Streamline Distributed E-Markets Webinar 2023,Webinar,Registered,False,2025-02-07,True
7558e9d1893d4e24,27d652b7a0984a3f,lead,Engage Impactful Portals Webinar 2025,Webinar,Attended,True,2024-05-17,True
51d78eff451d42b0,fbdf1bcc8b734f72,lead,Brand Leading-Edge Interfaces Telemarketing 2025,Email,Sent,False,2025-04-02,True
98ac7c2605a04710,d8f43e8c77994c1f,contact,Maximize Bleeding-Edge Convergence Webinar 2023,Email,Sent,False,2023-07-23,True
9421658e1e784ec0,250ae1b20d1b4f6d,contact,Embrace Out-Of-The-Box Networks Webinar 2023,Email,Sent,False,2025-04-25,True
a228758178b2406b,44b6509d6c7f4310,lead,Maximize Bleeding-Edge Convergence Webinar 2023,Webinar,No Show,False,2024-11-13,True
5cc020ab4d0044c8,09bc0e068421492d,lead,Incubate Front-End E-Tailers Telemarketing 2025,Telemarketing,Responded,True,2024-07-18,True
8c216e1894ff4445,cdee4d4b7d564dc6,lead,Unleash 24/7 E-Tailers Event 2025,Event,Attended,True,2025-03-29,True
452fe221783b485e,41d4e4e707554684,contact,Extend Granular Schemas Email 2025,Email,Opened,False,2024-11-06,True
35a006e496df49a2,dd6f44c6d6f14ec5,lead,Maximize Bleeding-Edge Convergence Webinar 2023,Email,Sent,False,2024-12-25,True
6c33354514dd41ee,dccee8b900744391,lead,Benchmark Rich Functionalities Event 2024,Event,Registered,False,2024-03-19,True
e2b61782ad014306,cf6c7be59e3e48ed,contact,Monetize Clicks-And-Mortar Bandwidth Event 2023,Event,Registered,False,2024-02-04,True
19538c5dfc444f0d,e6ebe9c1fb754f85,contact,Matrix Wireless Solutions Advertisement 2025,Advertisement,Clicked,True,2025-04-03,False
97af87adb2a84ecd,cb23f2ad6df04ed7,contact,Facilitate Web-Enabled Applications Email 2024,Email,Sent,False,2023-10-12,False
97b1a79510704bad,c3fde48d45c44d9b,lead,Generate B2B Eyeballs Webinar 2023,Webinar,No Show,False,2025-03-13,False
7763570f8e344858,dce2ab0fd8fa4b07,lead,Evolve E-Business Markets Webinar 2023,Email,Sent,False,2024-05-04,False
9a0cca35bc344df6,c3e0be5d27eb4009,lead,Facilitate Granular Web-Readiness Telemarketing 2024,Telemarketing,Responded,True,2025-03-30,True
8e19bb6990e94c7e,edaceec9b7ef4729,lead,Live Webinar Q2 2025,Webinar,Attended,True,2025-01-26,True
f5c0c366c6034d16,46f2f49e7f1b42b2,lead,Harness Wireless Communities Content Syndication 2024,Content Syndication,Responded,True,2025-04-15,True
30687aabe144421a,8c2c1549327b4f3a,contact,Evolve E-Business Markets Webinar 2023,Webinar,Registered,False,2025-04-03,True
2a3d522e03644777,a89dc838fb054355,lead,Brand Visionary Models Advertisement 2024,Email,Sent,False,2024-06-11,True
6bf8a708408d41b9,4ae63509eec74beb,contact,Drive Next-Generation Communities Telemarketing 2025,Telemarketing,Responded,True,2025-02-02,True
abf8a02a338d46e4,bd6d3f0f02ae41df,lead,Brand Visionary Models Advertisement 2024,Email,Sent,False,2025-01-07,False
8df953084c454605,a89dc838fb054355,lead,Deliver One-To-One Markets Email 2024,Email,Sent,False,2024-12-02,True
9cbe0b354a524638,ba9c502883e04267,contact,Mesh Interactive Platforms Advertisement 2023,Email,Sent,False,2024-12-11,True
c1353820af90462a,dc55f2a8c7e740ca,lead,Generate Next-Generation Markets Event 2025,Event,No Show,False,2025-04-27,True
cb616d21a0eb4a0f,9ac77f84f0734030,lead,Benchmark Rich Functionalities Event 2024,Email,Sent,False,2025-04-08,True
358ea5ab0c624b6f,e5866106d9544a03,contact,Transition Efficient Deliverables Email 2024,Email,Sent,False,2025-01-23,False
c24eecb8edd0474b,a8615e69154d464b,lead,Engage Impactful Portals Webinar 2025,Webinar,Attended,True,2024-11-12,True
10d5b81a4ffd44c1,8607ea8042cc4d4b,contact,Matrix Seamless Infrastructures Social 2024,Social,Viewed,False,2024-11-03,True
fb5186ea6bb743d1,d373575bfc004a77,lead,Facilitate Web-Enabled Applications Email 2024,Email,Opened,False,2025-02-27,True
3e97cb4b99934b3d,dd6f44c6d6f14ec5,lead,Matrix Wireless Solutions Advertisement 2025,Email,Sent,False,2023-07-30,False
1f06f01b15784155,cb23f2ad6df04ed7,contact,Utilize Back-End Action-Items Advertisement 2025,Advertisement,Viewed,False,2024-09-05,True
1cf59b591bb74657,d5d61c3a50e44043,contact,Re-Contextualize Extensible Technologies Email 2023,Email,Sent,False,2025-04-21,False
31f3947204a845e6,26db812af63f4047,lead,Redefine Cross-Media Synergies Webinar 2023,Email,Sent,False,2025-04-22,True
cc290bdc29ad4e24,8c2c1549327b4f3a,contact,Evolve E-Business Markets Webinar 2023,Webinar,Attended,True,2024-10-30,True
97269029509d4c7b,78f90616088a4ca4,lead,Target Collaborative Paradigms Social 2024,Social,Viewed,False,2024-08-01,False
97c71aab6e3d47d7,3f61e90d70704b2c,lead,Engage Impactful Portals Webinar 2025,Email,Sent,False,2025-04-12,True
adeb4de089ff4ea5,9ad1edab361b45a0,lead,Re-Contextualize B2C Networks Social 2025,Social,Clicked,True,2023-12-08,True
054dd191fc7744b5,e548daa6ea064625,lead,Generate B2B Eyeballs Webinar 2023,Webinar,No Show,False,2025-04-20,True
d5f392eabfc8415e,dbec762b4fbb49d7,lead,Envisioneer Holistic Web-Readiness Email 2024,Email,Opened,False,2025-01-24,False
f116318b084143ba,722b25ed59234651,contact,Strategize Seamless Vortals Telemarketing 2025,Telemarketing,Sent,False,2025-01-27,True
3ccd14e042244659,9f8217a6752546b4,lead,Whiteboard Synergistic Initiatives Email 2025,Email,Sent,False,2025-04-03,True
300f227a3bbe46b8,b9f8876d931449ff,lead,Benchmark Rich Functionalities Event 2024,Event,Attended,True,2025-02-09,True
89dbbeff75f144ae,53096329d289478b,lead,Orchestrate End-To-End Models Event 2025,Event,Attended,True,2025-02-07,True
5d86c336b5ee4ef9,40a43438b8c14560,contact,Evolve E-Business Markets Webinar 2023,Webinar,Attended,True,2025-04-14,True
5f006d0856bf4836,91a804aad8c44fd5,contact,Target Mission-Critical Eyeballs Content Syndication 2025,Content Syndication,Sent,False,2025-04-13,False
ac2035223a6645e4,26db812af63f4047,lead,Utilize Visionary Eyeballs Webinar 2023,Email,Sent,False,2024-08-20,False
280baa16a1c64566,40cefd399eca43ec,lead,Redefine Cross-Media Synergies Webinar 2023,Webinar,Registered,False,2025-04-25,False
fa253c45b96d41c3,6dfca0b2a38a4081,contact,Re-Intermediate Visionary Convergence Webinar 2025,Webinar,Attended,True,2025-02-02,False
6f82dce36e9c40da,e45a7fbd3e46418a,lead,Evolve Extensible Deliverables Webinar 2023,Email,Sent,False,2025-04-01,True
990f685f8ec24122,bda770a739914610,contact,Monetize Out-Of-The-Box Content Social 2023,Email,Sent,False,2025-04-08,False
094d6b1d52ce4cd9,806831de6b94469e,contact,Evolve Extensible Deliverables Webinar 2023,Webinar,No Show,False,2025-04-07,True
424b344526dd4c5f,29749fd8a29b4cc9,lead,Benchmark Rich Functionalities Event 2024,Email,Sent,False,2025-04-02,True
035baaba1cc642ce,61fa38db82654ca5,lead,Generate B2B Eyeballs Webinar 2023,Webinar,Attended,True,2025-04-03,False
e0a15452535e4973,c52500eed1a247b6,contact,Envisioneer Holistic Web-Readiness Email 2024,Email,Clicked,True,2025-04-21,True
3ac53652e39b4310,8a4e20f67d2e4cf1,contact,Disintermediate 24/7 Metrics Telemarketing 2024,Telemarketing,Responded,True,2025-04-20,False
a456a19774c7469c,16bd3a8326c74630,lead,Envisioneer Revolutionary Deliverables Content Syndication 2024,Content Syndication,Sent,False,2024-10-01,True
957ab76ef2f440ef,76bf69e3ae184839,contact,Embrace Out-Of-The-Box Networks Webinar 2023,Webinar,No Show,False,2025-01-03,True
62093a0ee82641de,074f5cde86474c7b,lead,Generate Next-Generation Markets Event 2025,Email,Sent,False,2025-04-18,True
a5dc9ef1a1a14874,18f66fedf13f408c,lead,Envisioneer Revolutionary Deliverables Content Syndication 2024,Content Syndication,Responded,True,2025-03-31,True
91407612f0304064,1e3b3a3e36184585,lead,Brand End-To-End Info-Mediaries Advertisement 2024,Advertisement,Viewed,False,2023-08-04,True
8dd400e4e42c4229,382084a4874349f5,lead,Unleash 24/7 E-Tailers Event 2025,Email,Sent,False,2024-01-02,True
12bcb7e5e7f24af5,16bd3a8326c74630,lead,Brand Leading-Edge Interfaces Telemarketing 2025,Telemarketing,Sent,False,2025-02-10,True
5ed1f7adbfaa42db,fd5df32368e240ef,lead,Unleash Ubiquitous Channels Event 2025,Email,Sent,False,2025-01-08,False
b6ca1ea9bac04710,45934305f11e4b62,lead,Monetize Clicks-And-Mortar Bandwidth Event 2023,Event,Registered,False,2024-08-17,True
afd08e9412d14543,afb27362d94744e3,contact,Harness Dynamic Relationships Telemarketing 2023,Telemarketing,Sent,False,2024-02-10,False
5030aa853fad4689,9f8217a6752546b4,lead,Unleash Cutting-Edge E-Markets Content Syndication 2025,Email,Sent,False,2024-11-27,True
cdc5f560236c44b1,8cc61fe276634742,lead,E-Enable Out-Of-The-Box Portals Social 2023,Social,Viewed,False,2025-04-01,False
2e507d47d3f34ca3,9d38418f6c59493c,contact,Evolve E-Business Markets Webinar 2023,Webinar,Attended,True,2025-04-21,True
545ca104c9b74473,fdb47da1507049a0,lead,Target Mission-Critical Eyeballs Content Syndication 2025,Email,Sent,False,2025-04-09,False
a6d16ed3aed84e39,1e3b3a3e36184585,lead,Mesh Interactive Platforms Advertisement 2023,Advertisement,Clicked,True,2025-03-12,False
347be99a45224c99,f238d76424b049a7,lead,Streamline 24/7 Systems Advertisement 2024,Advertisement,Viewed,False,2025-04-26,True
0bb3118091fe4ff9,6b35a212e3fa4148,contact,Generate Next-Generation Markets Event 2025,Event,Registered,False,2025-04-27,False
52d1282571564c10,f71a85c305c5476e,lead,Evolve E-Business Markets Webinar 2023,Webinar,Attended,True,2025-04-10,True
e630cfffd0364993,bf1bc71a92be4dfb,lead,Target Collaborative Paradigms Social 2024,Email,Sent,False,2025-04-16,True
39528bf1adb94402,16bd3a8326c74630,lead,Optimize Strategic Supply-Chains Webinar 2023,Webinar,Registered,False,2025-04-07,True
a7ac72f33ff3454d,34bc546cc797460c,lead,Brand Visionary Models Advertisement 2024,Email,Sent,False,2025-04-02,True
0015e8c9cc3c44b8,414b6112183144bd,lead,Utilize Back-End Action-Items Advertisement 2025,Advertisement,Viewed,False,2025-03-21,True
9a2ae229de384224,1c9acc1c906d4523,lead,Re-Intermediate B2B Interfaces Event 2023,Event,Registered,False,2024-12-25,True
39ac83287a0a47da,685651ac361540d8,lead,Streamline 24/7 Systems Advertisement 2024,Advertisement,Clicked,True,2025-04-05,False
570a999ca8d44dcb,1980a7068c854572,contact,Strategize Seamless Vortals Telemarketing 2025,Email,Sent,False,2023-05-09,True
cebe6209ccd24db4,3d76c0ce130c42bd,lead,Harness Wireless Communities Content Syndication 2024,Content Syndication,Sent,False,2024-03-26,True
ff375181c1fd4461,5b4f1bee75d7423f,lead,Matrix Wireless Solutions Advertisement 2025,Advertisement,Viewed,False,2025-02-05,False
582e9c3c97b743ba,4aac9ce850fb4171,lead,Harness Wireless Communities Content Syndication 2024,Email,Sent,False,2025-04-06,True
321e6a2b0ee044f3,05a3804142f546ea,lead,Utilize Visionary Eyeballs Webinar 2023,Email,Sent,False,2025-04-13,True
61c3d76783504d75,db686455f23d458b,contact,Architect Viral Models Webinar 2024,Webinar,Registered,False,2025-04-10,True
abf8e3d3a5984088,414b6112183144bd,lead,Re-Intermediate Visionary Convergence Webinar 2025,Webinar,No Show,False,2023-09-25,False
79243acf4eb8400d,188fb0d5560b4ef8,lead,Unleash Ubiquitous Channels Event 2025,Email,Sent,False,2024-07-21,True
fea196682eac4fc4,501f47ca096e4ea3,lead,Monetize Out-Of-The-Box Content Social 2023,Social,Viewed,False,2023-10-23,True
0ac36861485b44b1,811c5bb83bdb407a,lead,Drive End-To-End Deliverables Advertisement 2024,Advertisement,Viewed,False,2024-08-09,True
cc906e9183404a47,bd22c6b4689249c7,contact,Drive End-To-End Deliverables Advertisement 2024,Advertisement,Viewed,False,2025-03-27,True
f7a9ac7a487c42e0,32e961efb8e64d0a,contact,Generate Global Architectures Content Syndication 2025,Content Syndication,Responded,True,2024-11-26,True
81b8f7cf75074bc1,708e08ffce2b4624,contact,Brand End-To-End Info-Mediaries Advertisement 2024,Email,Sent,False,2025-02-02,False
b08b3f648f5b4729,f0fddac0313d4f8c,lead,Grow Best-Of-Breed Users Event 2024,Email,Sent,False,2025-04-08,True
9ffd30c9c1264830,4a6509f4e3164200,lead,Re-Contextualize Extensible Technologies Email 2023,Email,Opened,False,2025-04-21,False
8552b4a5730e4a00,cc76e2431fcd482c,contact,Generate Global Architectures Content Syndication 2025,Content Syndication,Sent,False,2025-04-18,True
fa4211544d1c4695,f0e96d76ce2349ee,contact,Facilitate Web-Enabled Applications Email 2024,Email,Opened,False,2023-12-19,False
dfc49452dd014033,ce300319779040cb,lead,Unleash Cutting-Edge E-Markets Content Syndication 2025,Email,Sent,False,2025-04-28,True
de9694f2bf5e4323,10d3c9a79c2c4edc,lead,Re-Contextualize Extensible Technologies Email 2023,Email,Clicked,True,2025-02-04,True
9a9ab3c28bb14fe6,9dd0cecced544ec3,lead,Re-Contextualize B2C Networks Social 2025,Social,Viewed,False,2024-12-08,True
04268d168bf94a78,0f94757f77ba49bf,contact,Drive End-To-End Deliverables Advertisement 2024,Email,Sent,False,2025-03-06,True
eddb08451e684aaa,c63fc11748f14133,contact,Deliver One-To-One Markets Email 2024,Email,Opened,False,2024-11-29,True
e9c886832afe44d5,8ea8b95233b04730,contact,Extend Granular Schemas Email 2025,Email,Sent,False,2024-11-18,True
94d4d10aa2fb4875,9da2c8b1ac1143f9,lead,Orchestrate End-To-End Models Event 2025,Event,No Show,False,2025-04-07,False
c71e21a933c44698,ab3adfe35cbf4fcf,lead,Harness Wireless Communities Content Syndication 2024,Content Syndication,Responded,True,2025-04-30,False
8da8599e3f6f46ae,638283ed2b3b42ba,contact,Benchmark Rich Functionalities Event 2024,Email,Sent,False,2024-12-13,True
04bc73fce3714225,3d22eb58e4b84734,lead,Unleash Cutting-Edge E-Markets Content Syndication 2025,Email,Sent,False,2023-12-28,True
0323ecff19ba4e9e,16bd3a8326c74630,lead,Drive End-To-End Deliverables Advertisement 2024,Advertisement,Clicked,True,2025-01-06,False
43c633292dc748fe,b49af152740a45e6,lead,Re-Intermediate Visionary Convergence Webinar 2025,Webinar,No Show,False,2024-12-11,True
3f7bb28f711a4250,ab0ce0dc0056419a,lead,Monetize Out-Of-The-Box Content Social 2023,Email,Sent,False,2025-04-06,False
187d704ea8d146aa,61fa38db82654ca5,lead,Utilize Visionary Eyeballs Webinar 2023,Webinar,Registered,False,2023-05-21,False
5cd80a5ff75a45ab,0ef16dc55cac4a29,lead,Maximize Bleeding-Edge Convergence Webinar 2023,Webinar,Attended,True,2024-12-22,False
fce81f7420224cc6,cc76e2431fcd482c,contact,Harness Wireless Communities Content Syndication 2024,Content Syndication,Responded,True,2025-02-10,True
c8ddc979ee1849f4,f238d76424b049a7,lead,Unleash Cutting-Edge E-Markets Content Syndication 2025,Content Syndication,Sent,False,2025-04-30,True
72124688cd9b4a54,1980a7068c854572,contact,Embrace Out-Of-The-Box Networks Webinar 2023,Email,Sent,False,2025-03-08,True
e00ba1881eba4e3c,b3eefe0417b045c5,contact,Transition Efficient Deliverables Email 2024,Email,Sent,False,2025-04-01,False
6f0a2ba6dfac4ab8,806831de6b94469e,contact,Brand Leading-Edge Interfaces Telemarketing 2025,Telemarketing,Responded,True,2024-02-14,False
e9239d3c3bd64519,250ae1b20d1b4f6d,contact,Re-Contextualize Extensible Technologies Email 2023,Email,Sent,False,2025-02-18,True
6d80f743a9fb4b21,f45c994a5a57444b,contact,Re-Contextualize Extensible Technologies Email 2023,Email,Sent,False,2023-12-07,True
a1a545aa7c0049f9,50aa4e71898048be,contact,Optimize Strategic Supply-Chains Webinar 2023,Webinar,No Show,False,2023-09-07,False
